Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
hyundai,elantra,2011,4.9,hybrid,manual,292740,2,3,7445
volkswagen,tiguan,2002,3.7,petrol,manual,273994,2,4,2920
kia,optima,2003,1.2,petrol,manual,79956,3,1,4600
kia,optima,2004,4.6,petrol,automatic,285734,4,4,5685
hyundai,sonata,2010,1.2,petrol,manual,248898,5,3,3322
ford,focus,2003,4.9,diesel,semi-automatic,76963,5,4,8360
bmw,3 series,2002,1.9,electric,automatic,121009,5,4,7679
mercedes,gla,2011,4.4,electric,automatic,134825,3,5,12603
volkswagen,tiguan,2004,1.5,electric,manual,262785,4,1,3544
kia,rio,2017,2.9,electric,semi-automatic,197247,5,4,10155
kia,optima,2001,3.2,diesel,automatic,10989,3,3,8880
honda,civic,2023,2.5,petrol,semi-automatic,5654,4,1,13386
mercedes,gla,2021,3.9,electric,automatic,129980,2,3,15200
chevrolet,impala,2000,3.3,hybrid,semi-automatic,144876,2,2,5502
bmw,x5,2004,2.8,hybrid,automatic,37950,4,1,9841
chevrolet,impala,2012,2.9,diesel,semi-automatic,263638,4,3,5327
kia,optima,2002,4.3,petrol,automatic,269533,3,1,5109
toyota,corolla,2013,4.6,hybrid,semi-automatic,66042,5,5,12279
audi,q5,2014,2.9,diesel,automatic,287949,3,3,6941
volkswagen,passat,2018,2.9,electric,semi-automatic,41037,5,1,13579
toyota,corolla,2021,1.4,electric,automatic,92636,4,4,13447
kia,optima,2006,1.0,diesel,manual,199849,5,4,2903
audi,a3,2007,1.7,diesel,manual,214516,2,2,3609
chevrolet,malibu,2001,4.4,hybrid,semi-automatic,115090,4,3,7498
honda,accord,2013,1.5,petrol,automatic,260162,4,1,5796
hyundai,sonata,2023,2.8,hybrid,manual,135313,2,1,12093
ford,focus,2011,4.0,electric,semi-automatic,34117,4,1,12717
bmw,5 series,2011,1.2,diesel,manual,12658,3,1,8346
chevrolet,malibu,2013,1.2,diesel,automatic,242279,3,2,5854
kia,sportage,2008,4.6,diesel,automatic,114536,3,4,10309
kia,optima,2010,1.4,hybrid,manual,46391,3,1,8572
toyota,rav4,2015,2.0,diesel,semi-automatic,248566,5,3,5628
volkswagen,passat,2022,1.6,diesel,manual,181412,3,1,8671
mercedes,e-class,2013,4.7,hybrid,semi-automatic,49867,5,1,12702
chevrolet,impala,2022,2.1,electric,semi-automatic,84163,4,3,13116
honda,civic,2015,3.8,electric,manual,9028,2,4,14219
chevrolet,impala,2017,3.1,diesel,semi-automatic,224837,2,4,7803
volkswagen,tiguan,2022,1.7,electric,automatic,272741,3,2,10445
honda,civic,2022,2.1,petrol,manual,11243,4,4,12575
volkswagen,golf,2021,3.4,electric,automatic,229040,3,4,12719
hyundai,tucson,2019,1.5,petrol,semi-automatic,40614,5,4,10487
chevrolet,equinox,2006,4.5,electric,automatic,220900,4,4,9482
honda,civic,2014,1.2,petrol,automatic,276121,4,3,5477
ford,explorer,2023,3.7,diesel,automatic,237277,4,5,11454
volkswagen,tiguan,2015,4.2,petrol,manual,71375,2,3,11372
ford,fiesta,2021,4.1,hybrid,semi-automatic,246412,5,1,10571
honda,civic,2018,1.5,hybrid,manual,181290,2,5,8374
bmw,3 series,2002,4.3,petrol,semi-automatic,40940,3,3,8181
hyundai,sonata,2014,4.2,diesel,automatic,43329,4,1,13133
ford,focus,2014,2.5,petrol,automatic,293743,3,3,6425
chevrolet,equinox,2003,4.1,hybrid,manual,82053,3,1,8458
ford,fiesta,2013,2.2,petrol,manual,257294,5,2,5054
chevrolet,impala,2013,3.7,diesel,automatic,150034,5,2,10199
volkswagen,golf,2017,1.3,electric,manual,191037,3,5,8679
volkswagen,golf,2013,1.8,electric,semi-automatic,280142,4,3,6197
audi,a3,2009,4.0,diesel,manual,106254,3,1,8674
honda,cr-v,2001,4.6,hybrid,manual,81932,3,4,8361
ford,focus,2015,3.1,petrol,manual,285634,5,5,5987
chevrolet,equinox,2014,4.1,petrol,manual,136674,5,4,9666
kia,optima,2003,4.4,hybrid,automatic,132647,5,3,9247
toyota,camry,2001,1.7,petrol,semi-automatic,191025,4,2,2279
mercedes,e-class,2018,3.1,diesel,manual,173148,5,5,9137
bmw,5 series,2014,4.0,hybrid,semi-automatic,179279,5,3,9714
kia,rio,2013,4.0,electric,manual,254181,5,4,8916
honda,cr-v,2011,1.9,diesel,manual,61122,3,1,8077
bmw,5 series,2006,4.5,electric,semi-automatic,68346,3,2,11033
volkswagen,tiguan,2017,1.2,petrol,manual,255250,4,2,5295
kia,rio,2012,3.4,hybrid,manual,208348,3,4,7933
bmw,x5,2004,4.9,hybrid,automatic,209799,3,2,8504
mercedes,c-class,2023,1.1,petrol,automatic,69394,5,5,12212
ford,explorer,2004,3.9,diesel,semi-automatic,57680,5,2,8046
ford,fiesta,2001,2.5,diesel,semi-automatic,205117,5,3,2797
mercedes,gla,2005,4.3,petrol,manual,133571,4,2,7228
toyota,camry,2002,3.2,petrol,semi-automatic,268234,5,4,2535
ford,explorer,2006,4.5,diesel,automatic,299643,2,2,5907
ford,focus,2001,1.8,petrol,semi-automatic,239923,2,1,2000
chevrolet,malibu,2009,2.6,hybrid,semi-automatic,196829,4,4,6463
volkswagen,golf,2003,1.8,diesel,automatic,178676,4,5,4726
toyota,camry,2019,2.6,electric,manual,273610,5,4,8927
toyota,camry,2003,4.9,electric,semi-automatic,156648,3,1,8767
hyundai,sonata,2005,3.7,hybrid,manual,163285,2,2,7034
volkswagen,passat,2011,2.1,electric,semi-automatic,89522,4,4,9709
chevrolet,equinox,2021,3.9,hybrid,automatic,108581,4,1,14628
hyundai,elantra,2003,4.7,diesel,automatic,283694,5,4,5526
hyundai,sonata,2018,3.1,electric,semi-automatic,119323,3,3,12213
bmw,x5,2002,3.5,hybrid,manual,155339,5,4,6093
volkswagen,golf,2003,1.2,diesel,manual,137349,3,1,3453
mercedes,e-class,2014,2.1,hybrid,manual,24380,4,1,10912
kia,rio,2020,3.0,electric,automatic,217080,3,2,12258
bmw,3 series,2016,3.9,electric,automatic,85557,3,2,14588
hyundai,tucson,2017,1.3,hybrid,semi-automatic,269629,4,5,6107
volkswagen,golf,2006,1.8,electric,automatic,145181,2,5,8296
bmw,5 series,2023,3.3,hybrid,semi-automatic,90330,4,1,13493
volkswagen,golf,2002,3.6,petrol,manual,256231,5,4,3175
bmw,x5,2006,3.7,electric,manual,13890,2,2,11322
hyundai,sonata,2009,4.5,hybrid,semi-automatic,121994,3,4,9860
ford,fiesta,2018,3.0,electric,semi-automatic,266849,2,1,9163
kia,sportage,2006,4.5,petrol,semi-automatic,176305,2,3,6873
honda,accord,2002,1.5,electric,manual,205644,4,3,4087
ford,explorer,2006,3.8,diesel,manual,34397,5,5,9012
hyundai,tucson,2012,4.4,electric,semi-automatic,227033,2,2,9559
kia,optima,2022,2.9,petrol,manual,66372,5,1,12272
audi,a4,2017,2.8,petrol,manual,134013,4,2,9319
bmw,3 series,2007,2.9,electric,automatic,16101,3,1,12277
mercedes,e-class,2018,4.8,hybrid,semi-automatic,123902,4,3,12821
bmw,5 series,2010,1.9,electric,manual,155611,5,4,7887
toyota,rav4,2005,4.7,hybrid,semi-automatic,52621,5,4,10247
kia,rio,2013,4.8,hybrid,semi-automatic,153087,3,4,10738
toyota,corolla,2006,3.8,electric,manual,269067,5,4,6318
kia,optima,2004,3.1,petrol,semi-automatic,183688,2,4,4726
ford,focus,2019,1.6,diesel,semi-automatic,276274,2,3,5874
audi,a3,2008,1.6,petrol,automatic,257336,2,2,4453
volkswagen,passat,2017,1.8,diesel,semi-automatic,157223,4,1,7855
mercedes,e-class,2000,4.8,petrol,manual,289527,5,2,3109
mercedes,e-class,2015,2.2,petrol,automatic,6182,2,5,12176
ford,fiesta,2000,2.7,petrol,semi-automatic,256882,2,3,2000
volkswagen,passat,2013,3.0,electric,semi-automatic,238677,3,1,8226
audi,a3,2002,2.0,electric,automatic,287901,4,1,4441
chevrolet,malibu,2018,4.6,electric,automatic,257247,5,3,12455
volkswagen,tiguan,2007,4.3,petrol,semi-automatic,257942,4,1,5341
kia,sportage,2001,1.6,hybrid,manual,28385,4,4,6432
hyundai,sonata,2002,1.0,petrol,semi-automatic,12895,3,5,5442
honda,cr-v,2003,3.2,diesel,semi-automatic,107935,2,1,6041
honda,accord,2002,2.2,hybrid,automatic,79517,5,1,7809
mercedes,e-class,2011,1.5,electric,semi-automatic,108240,2,2,8735
volkswagen,tiguan,2018,4.6,petrol,automatic,203455,3,3,11530
toyota,camry,2004,4.2,petrol,automatic,28401,3,2,10431
mercedes,c-class,2014,3.7,diesel,semi-automatic,32883,5,1,11342
chevrolet,malibu,2005,2.8,electric,automatic,104526,3,1,9809
ford,fiesta,2023,2.7,diesel,semi-automatic,55110,3,3,12597
kia,optima,2017,1.8,diesel,semi-automatic,291061,2,5,5178
audi,a4,2003,2.1,petrol,automatic,191481,2,2,4770
mercedes,e-class,2005,2.7,diesel,manual,220699,3,5,3886
hyundai,tucson,2022,3.8,diesel,manual,66874,5,5,13162
ford,focus,2009,5.0,diesel,manual,51399,3,3,10772
hyundai,elantra,2020,4.9,diesel,manual,147964,5,5,12040
ford,explorer,2021,3.3,electric,manual,159806,4,4,12503
kia,optima,2021,2.7,hybrid,manual,165728,3,1,10785
chevrolet,equinox,2006,2.8,hybrid,manual,162348,4,1,6453
kia,rio,2000,5.0,electric,manual,209293,4,4,6914
audi,a3,2017,2.1,petrol,manual,139597,4,1,8508
volkswagen,passat,2009,2.0,electric,automatic,128629,5,5,9727
ford,explorer,2021,3.4,diesel,manual,158797,2,1,10624
volkswagen,golf,2022,4.6,petrol,automatic,28189,3,2,16236
mercedes,e-class,2008,3.8,electric,manual,122293,3,2,9854
ford,focus,2003,3.6,electric,semi-automatic,106969,5,2,8460
mercedes,c-class,2006,1.1,petrol,automatic,82363,5,4,6852
volkswagen,golf,2008,3.6,hybrid,automatic,138770,2,5,9824
honda,accord,2018,3.1,electric,semi-automatic,9387,4,2,14412
volkswagen,golf,2016,4.0,hybrid,manual,123385,2,1,11432
audi,a4,2012,3.3,electric,manual,189813,4,3,9203
honda,cr-v,2007,1.9,electric,automatic,219232,2,5,7215
audi,a3,2023,3.7,diesel,manual,282010,3,5,9059
volkswagen,tiguan,2006,1.3,diesel,manual,142319,2,2,4353
kia,optima,2003,3.7,diesel,automatic,234455,3,2,5510
toyota,rav4,2023,1.8,diesel,manual,209016,4,1,8619
bmw,x5,2002,4.8,diesel,manual,220206,2,4,5095
chevrolet,impala,2022,3.5,hybrid,automatic,46403,5,1,15771
hyundai,elantra,2011,2.0,electric,semi-automatic,282627,5,2,5747
honda,civic,2010,4.9,diesel,manual,241911,3,4,7161
volkswagen,passat,2006,1.6,petrol,semi-automatic,70731,4,2,6085
chevrolet,equinox,2020,4.2,diesel,automatic,149891,5,4,12802
mercedes,e-class,2006,3.8,electric,semi-automatic,28024,4,4,11139
hyundai,sonata,2023,2.3,electric,automatic,262483,3,3,11550
mercedes,e-class,2014,4.0,hybrid,semi-automatic,222972,4,3,8840
bmw,5 series,2005,1.2,diesel,automatic,212121,4,5,4057
volkswagen,tiguan,2002,2.7,diesel,automatic,135483,2,3,6190
chevrolet,equinox,2008,3.1,hybrid,manual,14689,5,4,10306
audi,a4,2015,3.7,petrol,automatic,135789,2,2,11084
mercedes,e-class,2001,4.9,electric,automatic,217570,3,2,8448
chevrolet,equinox,2003,1.2,hybrid,semi-automatic,237661,4,2,2446
hyundai,sonata,2018,3.1,diesel,automatic,43735,3,5,13225
ford,focus,2015,2.7,petrol,automatic,198182,2,1,8836
toyota,corolla,2018,1.9,diesel,manual,6014,3,1,11279
toyota,camry,2014,4.6,diesel,manual,80761,5,1,11284
honda,accord,2005,3.1,electric,manual,263013,3,4,5439
ford,fiesta,2008,1.5,diesel,semi-automatic,53852,5,2,6922
mercedes,gla,2007,4.1,electric,manual,98804,5,1,10323
kia,rio,2017,2.6,petrol,semi-automatic,256309,3,1,6673
bmw,x5,2010,1.7,diesel,semi-automatic,278530,5,4,3229
ford,focus,2002,4.5,hybrid,automatic,64826,2,3,10403
audi,a3,2015,4.2,electric,semi-automatic,37658,2,3,14046
chevrolet,malibu,2005,2.2,petrol,manual,221125,3,2,3377
honda,cr-v,2012,2.8,hybrid,automatic,124602,2,3,10507
kia,rio,2020,4.3,electric,manual,243563,2,1,11528
toyota,rav4,2017,2.3,electric,semi-automatic,75192,4,4,11996
hyundai,elantra,2008,4.1,electric,semi-automatic,253573,2,2,7528
volkswagen,passat,2001,4.3,electric,manual,9556,5,5,10508
honda,accord,2012,4.5,diesel,manual,277552,4,2,6648
volkswagen,golf,2011,4.9,petrol,manual,263857,4,1,7022
bmw,3 series,2014,4.4,petrol,manual,152396,3,2,9652
volkswagen,passat,2022,1.3,hybrid,manual,417,2,3,12991
volkswagen,tiguan,2009,4.1,petrol,automatic,267861,3,5,7042
mercedes,e-class,2015,3.1,electric,manual,79337,2,2,12113
ford,explorer,2012,1.2,diesel,automatic,81363,3,4,8772
kia,sportage,2004,1.8,hybrid,semi-automatic,245544,3,5,3189
volkswagen,passat,2011,4.3,diesel,automatic,124584,2,2,10708
honda,cr-v,2023,4.6,hybrid,automatic,10046,4,4,17899
chevrolet,equinox,2022,4.8,hybrid,automatic,224603,2,3,13507
ford,fiesta,2001,2.1,electric,semi-automatic,98089,4,5,6538
bmw,5 series,2017,3.7,hybrid,semi-automatic,213273,4,4,9634
mercedes,c-class,2010,1.3,electric,manual,222606,4,2,5947
toyota,rav4,2009,2.8,hybrid,semi-automatic,205898,5,1,6482
audi,a3,2003,3.0,diesel,semi-automatic,56812,2,3,6863
honda,accord,2009,1.1,diesel,automatic,234060,2,1,4718
audi,q5,2005,4.6,diesel,semi-automatic,117063,2,4,7858
mercedes,c-class,2016,2.4,hybrid,automatic,289394,2,2,8012
honda,civic,2004,1.2,petrol,manual,285865,3,3,2000
audi,q5,2004,1.5,electric,manual,286397,4,5,3072
kia,optima,2004,2.7,petrol,manual,64560,5,2,6708
chevrolet,impala,2007,3.0,petrol,automatic,266090,4,4,5378
audi,q5,2014,1.3,hybrid,manual,264067,4,2,5318
mercedes,c-class,2002,3.6,diesel,manual,266145,2,4,2977
bmw,x5,2013,4.1,electric,semi-automatic,181750,5,3,10465
toyota,camry,2018,3.8,petrol,manual,124980,5,2,10800
honda,accord,2018,4.9,diesel,semi-automatic,25650,5,5,13887
bmw,x5,2021,2.9,hybrid,manual,37097,2,2,13558
volkswagen,golf,2022,1.0,electric,semi-automatic,92396,4,4,11852
chevrolet,equinox,2000,4.5,electric,semi-automatic,80366,2,5,8992
hyundai,elantra,2020,4.3,hybrid,semi-automatic,293131,5,1,9537
volkswagen,passat,2006,4.9,hybrid,semi-automatic,8618,4,4,11627
ford,focus,2002,2.8,petrol,automatic,295693,5,5,3086
mercedes,e-class,2003,4.8,hybrid,semi-automatic,225791,5,3,6284
hyundai,tucson,2015,1.7,petrol,semi-automatic,174677,5,5,6806
honda,civic,2020,4.2,electric,manual,293230,4,4,10435
hyundai,sonata,2019,1.8,electric,manual,4457,2,1,13510
toyota,camry,2021,3.3,electric,semi-automatic,287953,3,4,9940
bmw,x5,2013,3.4,hybrid,manual,226521,2,1,7869
volkswagen,tiguan,2017,4.6,petrol,manual,28687,2,2,13226
chevrolet,malibu,2006,3.8,petrol,semi-automatic,246743,2,5,4765
bmw,5 series,2011,2.9,hybrid,automatic,9200,2,3,12616
ford,explorer,2020,4.2,hybrid,manual,99801,3,4,13303
honda,cr-v,2023,2.4,electric,automatic,254910,2,3,11801
bmw,x5,2009,1.8,petrol,semi-automatic,281531,4,1,2969
mercedes,c-class,2000,3.6,diesel,automatic,63178,3,4,7936
chevrolet,impala,2002,2.4,electric,automatic,172244,5,3,7155
kia,sportage,2014,3.3,hybrid,manual,281184,4,5,6976
bmw,3 series,2005,1.8,electric,automatic,284282,3,4,5214
ford,fiesta,2007,1.7,petrol,manual,72721,4,5,6445
honda,accord,2022,2.5,diesel,manual,139526,3,1,10409
mercedes,c-class,2000,1.9,petrol,automatic,176656,3,4,3966
honda,cr-v,2015,2.9,petrol,automatic,161128,5,4,9777
bmw,5 series,2007,3.8,electric,semi-automatic,44190,2,3,11116
toyota,rav4,2019,1.8,electric,manual,219160,2,5,9216
audi,q5,2003,2.4,hybrid,automatic,145451,5,4,6990
toyota,camry,2008,3.1,hybrid,semi-automatic,218996,4,4,6220
mercedes,e-class,2011,3.9,hybrid,automatic,144713,3,5,10905
volkswagen,passat,2005,3.9,electric,semi-automatic,63998,2,1,10220
toyota,camry,2009,1.3,diesel,manual,76365,5,4,6572
chevrolet,malibu,2002,2.7,diesel,semi-automatic,1017,5,4,7379
toyota,corolla,2013,2.3,petrol,automatic,164717,4,3,8505
bmw,x5,2007,4.0,hybrid,automatic,197012,4,1,8759
toyota,corolla,2003,4.0,petrol,semi-automatic,58491,5,3,7830
ford,fiesta,2021,2.8,electric,manual,140833,5,1,12383
toyota,camry,2022,3.7,electric,manual,94565,4,5,14508
mercedes,gla,2017,2.3,petrol,manual,118731,2,4,9125
kia,rio,2000,1.3,petrol,automatic,268371,4,3,2000
hyundai,tucson,2023,1.7,petrol,semi-automatic,216687,5,3,8366
hyundai,elantra,2014,4.8,diesel,semi-automatic,133831,2,1,10423
bmw,3 series,2013,3.3,petrol,automatic,258231,4,2,7635
mercedes,e-class,2015,2.5,hybrid,semi-automatic,194132,2,3,8217
kia,optima,2008,3.1,electric,manual,69323,3,4,10213
volkswagen,tiguan,2014,1.8,hybrid,manual,221431,5,3,6671
chevrolet,equinox,2013,3.6,diesel,semi-automatic,45594,2,2,10688
volkswagen,passat,2007,4.4,electric,manual,234437,2,1,7911
ford,fiesta,2016,3.3,electric,semi-automatic,157592,5,5,11048
volkswagen,tiguan,2014,1.1,diesel,automatic,89812,3,2,9103
mercedes,c-class,2022,3.9,diesel,semi-automatic,91711,4,4,12765
bmw,x5,2007,1.9,hybrid,manual,228508,3,3,4529
mercedes,c-class,2001,2.8,electric,semi-automatic,57633,4,1,8047
volkswagen,passat,2016,3.3,petrol,automatic,224391,2,5,9212
honda,cr-v,2007,2.2,petrol,semi-automatic,140815,4,2,5583
mercedes,gla,2023,4.3,hybrid,manual,161994,5,3,13060
mercedes,e-class,2016,3.4,electric,semi-automatic,179450,4,1,10711
volkswagen,golf,2020,2.4,electric,automatic,97270,4,5,14054
kia,rio,2021,3.3,electric,automatic,190197,3,1,13396
bmw,x5,2015,3.2,petrol,semi-automatic,115023,3,4,9499
ford,fiesta,2013,1.5,petrol,semi-automatic,431,2,4,9491
kia,sportage,2004,2.8,petrol,automatic,25432,4,5,9091
honda,accord,2002,2.8,petrol,automatic,223989,3,4,4520
ford,explorer,2011,1.3,diesel,automatic,236894,3,4,5462
mercedes,gla,2020,2.1,diesel,semi-automatic,222732,4,1,7745
hyundai,sonata,2007,2.6,diesel,automatic,79562,2,5,8708
hyundai,elantra,2001,4.6,hybrid,manual,113743,4,4,7725
ford,focus,2006,3.2,electric,automatic,186095,4,1,8878
audi,q5,2012,4.8,diesel,manual,162020,2,4,9259
audi,a4,2004,1.3,hybrid,automatic,57078,3,4,7958
kia,sportage,2017,2.7,hybrid,automatic,170136,3,4,10997
mercedes,gla,2006,3.8,diesel,semi-automatic,133838,5,5,7023
volkswagen,golf,2021,1.3,electric,automatic,203620,4,3,11127
volkswagen,tiguan,2013,3.4,hybrid,manual,206247,2,4,8275
chevrolet,impala,2018,3.2,electric,automatic,143684,3,5,13326
honda,cr-v,2004,4.6,diesel,manual,154124,3,4,6817
mercedes,e-class,2021,2.1,electric,automatic,256895,3,3,10862
honda,cr-v,2006,4.2,hybrid,semi-automatic,90587,5,5,9288
bmw,3 series,2017,3.5,electric,automatic,205604,2,2,12087
hyundai,sonata,2001,3.3,diesel,automatic,19717,5,2,8805
toyota,corolla,2010,3.9,hybrid,automatic,199971,2,4,9500
volkswagen,golf,2012,2.6,diesel,manual,134814,2,3,7603
chevrolet,impala,2018,1.1,petrol,manual,105450,4,1,8491
hyundai,tucson,2009,4.5,electric,automatic,99134,2,5,12817
kia,sportage,2020,4.4,diesel,semi-automatic,60072,3,2,13298
volkswagen,tiguan,2010,2.0,diesel,manual,26122,5,1,8577
toyota,rav4,2005,1.4,diesel,automatic,171673,5,5,5066
toyota,rav4,2000,3.6,hybrid,manual,101716,2,5,6665
bmw,5 series,2002,3.3,diesel,automatic,274790,2,2,4004
toyota,camry,2018,1.3,electric,automatic,143904,4,2,11421
mercedes,c-class,2015,4.7,petrol,semi-automatic,77848,2,3,11743
honda,accord,2019,2.6,electric,automatic,30363,2,1,15292
kia,rio,2010,4.3,electric,semi-automatic,64193,4,2,12116
audi,a4,2009,1.3,hybrid,semi-automatic,252079,3,3,4058
mercedes,gla,2020,1.0,hybrid,automatic,167685,3,1,10246
kia,sportage,2014,4.4,diesel,manual,289041,5,2,6919
hyundai,tucson,2005,4.1,diesel,semi-automatic,99815,3,3,7703
toyota,camry,2012,1.3,hybrid,automatic,54865,3,1,10402
audi,q5,2021,3.7,hybrid,manual,107030,3,5,12959
toyota,corolla,2014,1.8,electric,manual,106111,2,3,9977
toyota,camry,2008,2.4,hybrid,automatic,166039,5,3,8079
bmw,3 series,2012,3.6,petrol,automatic,239207,4,1,8015
ford,fiesta,2006,2.8,electric,semi-automatic,156582,3,3,7568
volkswagen,tiguan,2014,2.9,hybrid,automatic,44446,4,5,12811
bmw,3 series,2023,4.2,diesel,manual,44358,4,2,14312
toyota,rav4,2015,3.3,hybrid,semi-automatic,130966,2,5,10280
ford,focus,2014,3.2,hybrid,semi-automatic,60721,5,1,11285
chevrolet,malibu,2008,2.2,hybrid,manual,55505,4,2,8589
hyundai,tucson,2012,3.3,petrol,automatic,100102,5,3,10497
toyota,camry,2021,2.5,petrol,manual,296835,2,4,6963
ford,focus,2006,2.7,diesel,automatic,122151,2,4,7656
audi,a3,2005,1.1,diesel,manual,237773,5,1,2000
bmw,3 series,2013,1.2,hybrid,semi-automatic,147992,4,5,7240
audi,a4,2015,4.9,hybrid,manual,107186,3,4,12356
kia,sportage,2019,4.1,diesel,semi-automatic,142965,2,1,11040
hyundai,elantra,2008,4.4,electric,manual,198986,3,2,8920
bmw,x5,2005,3.6,electric,manual,33673,5,3,10526
mercedes,gla,2015,2.6,hybrid,semi-automatic,210969,4,2,7980
honda,civic,2019,1.9,diesel,automatic,233275,5,2,8534
mercedes,gla,2023,4.5,electric,automatic,187138,5,5,15257
kia,optima,2018,1.2,electric,manual,246762,2,4,7764
hyundai,tucson,2023,3.6,diesel,semi-automatic,10828,5,2,14383
toyota,corolla,2001,1.1,diesel,automatic,140753,4,5,4184
hyundai,elantra,2001,4.6,diesel,semi-automatic,102606,3,2,6947
toyota,camry,2000,1.5,diesel,semi-automatic,30953,4,3,4980
kia,sportage,2010,2.5,diesel,semi-automatic,22296,4,3,9154
hyundai,sonata,2014,3.7,diesel,semi-automatic,284414,5,1,6311
kia,sportage,2016,4.7,electric,automatic,204160,5,1,13016
honda,cr-v,2000,2.1,hybrid,automatic,2556,3,4,8648
audi,a4,2023,4.8,petrol,manual,67091,3,1,14458
kia,rio,2022,3.7,diesel,semi-automatic,51997,4,2,13360
audi,a4,2008,1.0,hybrid,semi-automatic,6390,5,4,8372
audi,q5,2013,2.0,petrol,semi-automatic,45081,5,3,9098
toyota,camry,2019,4.7,hybrid,semi-automatic,147790,4,5,12544
toyota,camry,2022,3.6,hybrid,automatic,52344,2,4,15753
chevrolet,malibu,2013,2.7,diesel,manual,41577,3,5,9868
ford,explorer,2023,4.2,petrol,semi-automatic,12478,3,4,14950
volkswagen,tiguan,2002,2.0,petrol,semi-automatic,285470,2,2,2000
kia,sportage,2011,1.5,diesel,semi-automatic,72356,2,5,7452
mercedes,e-class,2022,3.1,hybrid,semi-automatic,287,4,3,14794
audi,a4,2004,1.6,petrol,semi-automatic,225565,4,3,2388
audi,q5,2006,2.0,petrol,semi-automatic,259783,5,4,2704
ford,fiesta,2011,2.2,electric,semi-automatic,122858,3,4,9142
chevrolet,malibu,2013,1.3,petrol,automatic,116174,4,2,8476
audi,a4,2012,4.7,hybrid,manual,71925,3,1,11961
ford,explorer,2011,2.3,hybrid,manual,193499,3,5,6830
volkswagen,passat,2018,2.5,hybrid,semi-automatic,77777,3,4,11444
kia,optima,2004,2.8,electric,manual,27807,3,4,9543
ford,focus,2000,3.8,hybrid,manual,257726,4,2,3745
honda,civic,2013,3.7,petrol,semi-automatic,168222,2,3,8335
volkswagen,golf,2005,1.6,hybrid,automatic,92903,3,1,7841
mercedes,c-class,2001,3.8,hybrid,manual,147004,4,2,6259
ford,fiesta,2000,4.2,hybrid,manual,163947,5,4,6021
volkswagen,tiguan,2003,2.8,hybrid,automatic,17614,4,4,9947
bmw,5 series,2006,2.4,petrol,semi-automatic,22158,2,2,7856
kia,sportage,2020,1.2,hybrid,automatic,122890,5,1,11342
bmw,3 series,2012,2.8,petrol,manual,22497,5,1,10050
kia,optima,2012,2.8,petrol,manual,101331,4,4,8473
toyota,rav4,2021,1.4,petrol,manual,286903,5,3,6061
toyota,rav4,2020,2.6,petrol,automatic,148675,2,2,11226
ford,focus,2012,3.1,electric,semi-automatic,64922,5,5,11501
ford,explorer,2003,2.7,petrol,semi-automatic,218024,5,3,3339
kia,rio,2011,1.4,petrol,manual,52300,4,2,7754
toyota,corolla,2015,2.4,diesel,manual,194995,5,2,7100
bmw,3 series,2000,2.1,electric,automatic,28961,3,3,9120
bmw,5 series,2005,1.1,diesel,automatic,197972,2,5,4240
ford,focus,2022,3.8,diesel,semi-automatic,148702,3,2,11525
honda,civic,2016,3.6,electric,automatic,210863,2,3,11782
mercedes,gla,2021,3.0,diesel,manual,9696,3,3,13206
honda,accord,2019,3.5,diesel,manual,7642,3,2,13147
ford,focus,2003,2.4,hybrid,semi-automatic,269645,2,5,3007
kia,optima,2017,2.6,electric,automatic,166170,2,1,11976
volkswagen,golf,2010,4.5,electric,automatic,226146,3,2,10577
bmw,x5,2013,4.1,hybrid,automatic,195173,3,2,10696
mercedes,c-class,2020,3.6,electric,automatic,53294,5,3,16134
honda,cr-v,2016,3.8,electric,semi-automatic,224808,2,1,10203
audi,q5,2018,1.7,hybrid,automatic,281685,2,1,8066
honda,accord,2000,1.2,electric,semi-automatic,68512,5,4,5929
chevrolet,impala,2001,3.5,diesel,semi-automatic,52291,5,1,6854
mercedes,c-class,2000,3.3,petrol,automatic,196445,5,4,4971
chevrolet,impala,2019,3.5,electric,automatic,167344,5,4,13453
ford,explorer,2010,3.5,petrol,manual,198438,2,2,6631
audi,a3,2010,2.8,petrol,manual,229661,3,3,5306
audi,a4,2009,2.4,electric,automatic,297379,3,3,6752
ford,fiesta,2021,2.3,diesel,automatic,278965,5,3,8620
ford,focus,2009,1.1,electric,semi-automatic,275055,3,4,4398
volkswagen,passat,2009,1.8,electric,automatic,221746,5,1,7665
audi,a4,2001,4.2,electric,automatic,11815,3,4,11863
audi,a4,2013,1.9,petrol,manual,128071,5,5,7338
volkswagen,golf,2005,2.6,hybrid,semi-automatic,262975,2,4,3940
hyundai,sonata,2000,1.3,electric,semi-automatic,140723,5,2,4585
kia,sportage,2016,2.3,diesel,automatic,123501,3,3,10229
kia,sportage,2015,3.9,electric,manual,27837,3,1,13943
volkswagen,passat,2016,4.7,electric,automatic,147698,5,2,14146
kia,sportage,2014,4.9,petrol,automatic,52585,3,1,13648
hyundai,sonata,2021,1.4,diesel,manual,96572,5,2,9868
mercedes,c-class,2016,1.7,petrol,automatic,147888,3,3,9142
honda,civic,2019,3.9,electric,manual,110369,5,5,13492
volkswagen,golf,2002,2.9,hybrid,semi-automatic,272485,2,5,3150
